filename,module_name,module_params,execution_time,average_output_token,meteor,rouge,sem_score,is_best
0.parquet,LlamaIndexLLM,"{'llm': 'huggingfacellm', 'model': 'Qwen/Qwen2.5-0.5B-Instruct', 'model_name': 'Qwen/Qwen2.5-0.5B-Instruct', 'tokenizer_name': 'Qwen/Qwen2.5-0.5B-Instruct', 'context_window': 3900, 'max_new_tokens': 256, 'batch': 1, 'device_map': 'cpu', 'is_chat_model': True}",27.279327821731567,232.6,0.24636439687075443,0.11050518031027776,0.7462480568538117,True
