filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_ndcg,retrieval_mrr,is_best
0.parquet,BM25,{'top_k': 3},0.003878068923950195,0.5,1.0,0.9,0.8666666666666666,True
