id,label,flag,variant,root_cause,is_baseline,in_training,trace_count,trace_total_spans,trace_http_5xx_spans,trace_unique_services,trace_unique_span_names,log_error_count,log_total_lines,log_error_ratio,frontend_error_count,checkout_error_count,recommendation_error_count,product_catalog_error_count,payment_error_count,metrics_series_len,req_rate_sum
test10_paymentFailure_90%,test10_paymentFailure_90%,paymentFailure,90%,paymentFailure,False,False,16,16,0,0,4,0,103,0.0,0,0,0,0,0,0,0.0
test11_baseline,test11_baseline,cartFailure,off,none,True,False,22,22,0,0,8,0,143,0.0,0,0,0,0,0,0,0.0
test11_recommendationCacheFailure_on,test11_recommendationCacheFailure_on,recommendationCacheFailure,on,recommendationCacheFailure,False,False,16,16,0,0,4,0,104,0.0,0,0,0,0,0,0,0.0
test12_baseline,test12_baseline,cartFailure,off,none,True,False,32,32,0,0,10,0,143,0.0,0,0,0,0,0,0,0.0
test12_paymentFailure_90%,test12_paymentFailure_90%,paymentFailure,90%,paymentFailure,False,False,16,16,0,0,4,0,111,0.0,0,0,0,0,0,0,0.0
test13_adFailure_on,test13_adFailure_on,adFailure,on,adFailure,False,False,16,16,0,0,4,0,104,0.0,0,0,0,0,0,0,0.0
test13_baseline,test13_baseline,cartFailure,off,none,True,False,21,21,0,0,8,0,132,0.0,0,0,0,0,0,0,0.0
test14_baseline,test14_baseline,cartFailure,off,none,True,False,21,21,0,0,8,5,164,0.03048780487804878,0,0,0,0,0,0,0.0
test14_cartFailure_on,test14_cartFailure_on,cartFailure,on,cartFailure,False,False,16,16,0,0,4,0,171,0.0,0,0,0,0,0,0,0.0
test15_baseline,test15_baseline,cartFailure,off,none,True,False,22,22,0,0,8,8,130,0.06153846153846154,0,0,0,0,0,0,0.0
test15_llmRateLimitError_on,test15_llmRateLimitError_on,llmRateLimitError,on,llmRateLimitError,False,False,16,16,0,0,4,0,104,0.0,0,0,0,0,0,0,0.0
test16_baseline,test16_baseline,cartFailure,off,none,True,False,22,22,0,0,8,8,137,0.058394160583941604,0,0,0,0,0,0,0.0
test16_imageSlowLoad_5sec,test16_imageSlowLoad_5sec,imageSlowLoad,5sec,imageSlowLoad,False,False,16,16,0,0,4,0,113,0.0,0,0,0,0,0,0,0.0
test17_baseline,test17_baseline,cartFailure,off,none,True,False,22,22,0,0,8,8,139,0.05755395683453238,0,0,0,0,0,0,0.0
test17_kafkaQueueProblems_on,test17_kafkaQueueProblems_on,kafkaQueueProblems,on,kafkaQueueProblems,False,False,13,13,0,0,4,0,150,0.0,0,0,0,0,0,0,0.0
test18_baseline,test18_baseline,cartFailure,off,none,True,False,22,22,0,0,8,10,135,0.07407407407407407,0,0,0,0,0,0,0.0
test18_recommendationCacheFailure_on,test18_recommendationCacheFailure_on,recommendationCacheFailure,on,recommendationCacheFailure,False,False,13,13,0,0,4,0,134,0.0,0,0,0,0,0,0,0.0
test19_baseline,test19_baseline,cartFailure,off,none,True,False,22,22,0,0,8,8,152,0.05263157894736842,0,0,0,0,0,0,0.0
test19_productCatalogFailure_on,test19_productCatalogFailure_on,productCatalogFailure,on,productCatalogFailure,False,False,13,13,0,0,4,0,110,0.0,0,0,0,0,0,0,0.0
test20_baseline,test20_baseline,cartFailure,off,none,True,False,22,22,0,0,8,2,151,0.013245033112582781,0,0,0,0,0,0,0.0
test20_kafkaQueueProblems_on,test20_kafkaQueueProblems_on,kafkaQueueProblems,on,kafkaQueueProblems,False,False,13,13,0,0,4,0,123,0.0,0,0,0,0,0,0,0.0
